"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1413"	825	1413	0	0	"Genetic"
"1414"	827	1414	0	0	"Genetic"
"1415"	834	1415	0	0	"Genetic"
"1416"	834	1416	0	0	"Genetic"
"1417"	852	1417	0	0	"Genetic"
"1418"	852	1418	0	0	"Genetic"
"1419"	852	1419	0	0	"Genetic"
"1420"	852	1420	0	0	"Genetic"
"1421"	860	1421	0	0	"Genetic"
"1422"	860	1422	0	0	"Genetic"
"1423"	862	1423	0	0	"Genetic"
"1424"	893	1424	0	0	"Genetic"
"1425"	899	1425	0	0	"Genetic"
"1426"	914	1426	0	0	"Genetic"
"1427"	923	1427	0	0	"Genetic"
"1428"	928	1428	0	0	"Genetic"
"1429"	929	1429	0	0	"Genetic"
"1430"	930	1430	0	0	"Genetic"
"1431"	936	1431	0	0	"Genetic"
"1432"	940	1432	0	0	"Genetic"
"1433"	940	1433	0	0	"Genetic"
"1434"	952	1434	0	0	"Genetic"
"1435"	968	1435	0	0	"Genetic"
"1436"	968	1436	0	0	"Genetic"
"1437"	970	1437	0	0	"Genetic"
"1438"	970	1438	0	0	"Genetic"
"1439"	978	1439	0	0	"Genetic"
"1440"	980	1440	0	0	"Genetic"
"1441"	980	1441	0	0	"Genetic"
"1442"	995	1442	0	0	"Genetic"
"1443"	996	1443	0	0	"Genetic"
"1444"	1020	1444	0	0	"Genetic"
"1445"	1030	1445	0	0	"Genetic"
"1446"	1030	1446	0	0	"Genetic"
"1447"	1034	1447	0	0	"Genetic"
